,Time,AQI,weekday,month,day,week
15359,Mon Oct 03 2016 23:00:00 GMT+0000 (UTC),443,1,9,03,36
15365,Sun Oct 02 2016 14:30:00 GMT+0000 (UTC),90,0,9,02,36
4125,Tue Oct 04 2016 12:00:00 GMT+0000 (UTC),338,2,9,04,36
14606,Mon Oct 03 2016 03:35:00 GMT+0000 (UTC),167,1,9,03,36
6205,Sun Oct 02 2016 02:30:00 GMT+0000 (UTC),160,0,9,02,36
3875,Thu Sep 29 2016 16:40:00 GMT+0000 (UTC),210,4,8,29,36
14600,Fri Sep 30 2016 15:35:00 GMT+0000 (UTC),210,5,8,30,36
3242,Sun Oct 02 2016 03:35:00 GMT+0000 (UTC),113,0,9,02,36
3247,Thu Oct 06 2016 18:20:00 GMT+0000 (UTC),324,4,9,06,36
3136,Fri Sep 30 2016 06:15:00 GMT+0000 (UTC),100,5,8,30,36
3246,Thu Oct 06 2016 14:55:00 GMT+0000 (UTC),325,4,9,06,36
3135,Fri Sep 30 2016 00:45:00 GMT+0000 (UTC),94,5,8,30,36
3134,Thu Sep 29 2016 23:45:00 GMT+0000 (UTC),70,4,8,29,36
3245,Tue Oct 04 2016 08:05:00 GMT+0000 (UTC),217,2,9,04,36
3133,Thu Sep 29 2016 17:15:00 GMT+0000 (UTC),116,4,8,29,36
3210,Mon Oct 03 2016 22:30:00 GMT+0000 (UTC),365,1,9,03,36
3233,Thu Sep 29 2016 10:15:00 GMT+0000 (UTC),200,4,8,29,36
3244,Tue Oct 04 2016 07:05:00 GMT+0000 (UTC),240,2,9,04,36
3243,Sun Oct 02 2016 17:35:00 GMT+0000 (UTC),345,0,9,02,36
3815,Sat Oct 01 2016 22:00:00 GMT+0000 (UTC),356,6,9,01,36
3241,Sat Oct 01 2016 07:05:00 GMT+0000 (UTC),170,6,9,01,36
3240,Sat Oct 01 2016 01:05:00 GMT+0000 (UTC),220,6,9,01,36
3239,Fri Sep 30 2016 23:35:00 GMT+0000 (UTC),217,5,8,30,36
3238,Fri Sep 30 2016 21:05:00 GMT+0000 (UTC),352,5,8,30,36
3234,Thu Sep 29 2016 18:35:00 GMT+0000 (UTC),423,4,8,29,36
3235,Thu Sep 29 2016 22:15:00 GMT+0000 (UTC),117,4,8,29,36
3237,Fri Sep 30 2016 08:15:00 GMT+0000 (UTC),182,5,8,30,36
16127,Wed Oct 05 2016 20:00:00 GMT+0000 (UTC),149,3,9,05,36
14599,Fri Sep 30 2016 05:45:00 GMT+0000 (UTC),100,5,8,30,36
3236,Fri Sep 30 2016 06:45:00 GMT+0000 (UTC),108,5,8,30,36
1435,Thu Oct 06 2016 00:00:00 GMT+0000 (UTC),331,4,9,06,36
6300,Tue Oct 04 2016 16:30:00 GMT+0000 (UTC),82,2,9,04,36
3426,Fri Sep 30 2016 11:10:00 GMT+0000 (UTC),109,5,8,30,36
3430,Sun Oct 02 2016 15:30:00 GMT+0000 (UTC),96,0,9,02,36
16131,Wed Oct 05 2016 07:00:00 GMT+0000 (UTC),127,3,9,05,36
6301,Thu Oct 06 2016 18:05:00 GMT+0000 (UTC),324,4,9,06,36
6708,Sat Oct 01 2016 17:00:00 GMT+0000 (UTC),155,6,9,01,36
6714,Thu Sep 29 2016 16:10:00 GMT+0000 (UTC),175,4,8,29,36
6736,Sat Oct 01 2016 06:00:00 GMT+0000 (UTC),247,6,9,01,36
1467,Fri Sep 30 2016 14:30:00 GMT+0000 (UTC),277,5,8,30,36
3460,Sat Oct 01 2016 01:30:00 GMT+0000 (UTC),341,6,9,01,36
1432,Mon Oct 03 2016 14:30:00 GMT+0000 (UTC),113,1,9,03,36
3137,Fri Sep 30 2016 23:05:00 GMT+0000 (UTC),257,5,8,30,36
3799,Wed Oct 05 2016 05:30:00 GMT+0000 (UTC),84,3,9,05,36
1465,Sat Oct 01 2016 00:30:00 GMT+0000 (UTC),413,6,9,01,36
1434,Sat Oct 01 2016 14:00:00 GMT+0000 (UTC),163,6,9,01,36
3423,Sat Oct 01 2016 07:30:00 GMT+0000 (UTC),122,6,9,01,36
13682,Tue Oct 11 2016 09:35:00 GMT+0000 (UTC),302,2,9,11,37
13787,Sun Oct 09 2016 21:20:00 GMT+0000 (UTC),214,0,9,09,37
13683,Tue Oct 11 2016 10:35:00 GMT+0000 (UTC),296,2,9,11,37
13685,Thu Oct 13 2016 15:35:00 GMT+0000 (UTC),503,4,9,13,37
1946,Sun Oct 09 2016 18:10:00 GMT+0000 (UTC),218,0,9,09,37
1947,Sun Oct 09 2016 15:40:00 GMT+0000 (UTC),337,0,9,09,37
13684,Tue Oct 11 2016 10:55:00 GMT+0000 (UTC),231,2,9,11,37
16454,Wed Oct 12 2016 13:30:00 GMT+0000 (UTC),233,3,9,12,37
13680,Mon Oct 10 2016 18:30:00 GMT+0000 (UTC),378,1,9,10,37
14,Thu Oct 13 2016 02:30:00 GMT+0000 (UTC),283,4,9,13,37
1944,Thu Oct 13 2016 18:30:00 GMT+0000 (UTC),133,4,9,13,37
13686,Thu Oct 13 2016 16:35:00 GMT+0000 (UTC),343,4,9,13,37
13790,Tue Oct 11 2016 08:30:00 GMT+0000 (UTC),243,2,9,11,37
15954,Tue Oct 11 2016 07:30:00 GMT+0000 (UTC),267,2,9,11,37
16384,Thu Oct 13 2016 19:50:00 GMT+0000 (UTC),322,4,9,13,37
1701,Thu Oct 13 2016 23:30:00 GMT+0000 (UTC),207,4,9,13,37
13677,Fri Oct 07 2016 02:40:00 GMT+0000 (UTC),338,5,9,07,37
1716,Fri Oct 07 2016 03:30:00 GMT+0000 (UTC),170,5,9,07,37
1720,Wed Oct 12 2016 02:00:00 GMT+0000 (UTC),308,3,9,12,37
13678,Sat Oct 08 2016 11:45:00 GMT+0000 (UTC),270,6,9,08,37
148,Thu Oct 13 2016 20:00:00 GMT+0000 (UTC),197,4,9,13,37
16381,Thu Oct 13 2016 07:05:00 GMT+0000 (UTC),126,4,9,13,37
13775,Wed Oct 12 2016 05:00:00 GMT+0000 (UTC),150,3,9,12,37
51,Fri Oct 07 2016 13:00:00 GMT+0000 (UTC),127,5,9,07,37
16098,Tue Oct 11 2016 02:30:00 GMT+0000 (UTC),227,2,9,11,37
174,Thu Oct 13 2016 23:00:00 GMT+0000 (UTC),207,4,9,13,37
13782,Thu Oct 13 2016 12:00:00 GMT+0000 (UTC),114,4,9,13,37
1941,Tue Oct 11 2016 22:30:00 GMT+0000 (UTC),317,2,9,11,37
13679,Sat Oct 08 2016 17:15:00 GMT+0000 (UTC),250,6,9,08,37
40,Wed Oct 12 2016 19:30:00 GMT+0000 (UTC),185,3,9,12,37
16382,Thu Oct 13 2016 13:05:00 GMT+0000 (UTC),210,4,9,13,37
14069,Tue Oct 11 2016 17:00:00 GMT+0000 (UTC),202,2,9,11,37
12488,Thu Oct 13 2016 10:30:00 GMT+0000 (UTC),153,4,9,13,37
12493,Mon Oct 10 2016 19:20:00 GMT+0000 (UTC),290,1,9,10,37
16440,Wed Oct 12 2016 23:00:00 GMT+0000 (UTC),287,3,9,12,37
191,Thu Oct 13 2016 19:00:00 GMT+0000 (UTC),167,4,9,13,37
13687,Thu Oct 13 2016 19:35:00 GMT+0000 (UTC),322,4,9,13,37
190,Tue Oct 11 2016 04:00:00 GMT+0000 (UTC),290,2,9,11,37
16383,Thu Oct 13 2016 18:05:00 GMT+0000 (UTC),310,4,9,13,37
50,Sat Oct 08 2016 12:10:00 GMT+0000 (UTC),146,6,9,08,37
16380,Thu Oct 13 2016 00:05:00 GMT+0000 (UTC),160,4,9,13,37
1533,Thu Oct 13 2016 21:05:00 GMT+0000 (UTC),347,4,9,13,37
13184,Thu Oct 13 2016 16:00:00 GMT+0000 (UTC),141,4,9,13,37
877,Sat Oct 08 2016 23:35:00 GMT+0000 (UTC),227,6,9,08,37
12900,Tue Oct 11 2016 17:30:00 GMT+0000 (UTC),170,2,9,11,37
12901,Sat Oct 08 2016 17:20:00 GMT+0000 (UTC),139,6,9,08,37
12915,Tue Oct 11 2016 21:30:00 GMT+0000 (UTC),235,2,9,11,37
12923,Wed Oct 12 2016 04:00:00 GMT+0000 (UTC),257,3,9,12,37
12924,Wed Oct 12 2016 03:30:00 GMT+0000 (UTC),308,3,9,12,37
1456,Fri Oct 07 2016 13:30:00 GMT+0000 (UTC),127,5,9,07,37
1841,Thu Oct 13 2016 03:00:00 GMT+0000 (UTC),223,4,9,13,37
1461,Fri Oct 07 2016 06:30:00 GMT+0000 (UTC),302,5,9,07,37
878,Sun Oct 09 2016 10:05:00 GMT+0000 (UTC),318,0,9,09,37
1860,Sat Oct 08 2016 15:00:00 GMT+0000 (UTC),138,6,9,08,37
1862,Fri Oct 07 2016 09:30:00 GMT+0000 (UTC),310,5,9,07,37
1463,Tue Oct 11 2016 15:00:00 GMT+0000 (UTC),295,2,9,11,37
16117,Mon Oct 10 2016 23:00:00 GMT+0000 (UTC),249,1,9,10,37
16116,Mon Oct 10 2016 23:30:00 GMT+0000 (UTC),249,1,9,10,37
512,Fri Oct 07 2016 11:55:00 GMT+0000 (UTC),263,5,9,07,37
513,Sat Oct 08 2016 11:55:00 GMT+0000 (UTC),270,6,9,08,37
514,Sun Oct 09 2016 01:55:00 GMT+0000 (UTC),333,0,9,09,37
1889,Thu Oct 13 2016 09:30:00 GMT+0000 (UTC),227,4,9,13,37
515,Mon Oct 10 2016 20:00:00 GMT+0000 (UTC),321,1,9,10,37
16120,Tue Oct 11 2016 01:00:00 GMT+0000 (UTC),301,2,9,11,37
516,Tue Oct 11 2016 08:05:00 GMT+0000 (UTC),274,2,9,11,37
879,Sun Oct 09 2016 12:45:00 GMT+0000 (UTC),344,0,9,09,37
881,Mon Oct 10 2016 16:35:00 GMT+0000 (UTC),343,1,9,10,37
16379,Wed Oct 12 2016 01:00:00 GMT+0000 (UTC),172,3,9,12,37
16378,Tue Oct 11 2016 01:55:00 GMT+0000 (UTC),267,2,9,11,37
16377,Mon Oct 10 2016 20:30:00 GMT+0000 (UTC),321,1,9,10,37
16376,Mon Oct 10 2016 19:35:00 GMT+0000 (UTC),321,1,9,10,37
16375,Mon Oct 10 2016 17:00:00 GMT+0000 (UTC),343,1,9,10,37
1820,Thu Oct 13 2016 13:30:00 GMT+0000 (UTC),130,4,9,13,37
16374,Sun Oct 09 2016 08:25:00 GMT+0000 (UTC),306,0,9,09,37
16373,Sat Oct 08 2016 09:05:00 GMT+0000 (UTC),133,6,9,08,37
13592,Thu Oct 13 2016 11:30:00 GMT+0000 (UTC),128,4,9,13,37
880,Sun Oct 09 2016 18:45:00 GMT+0000 (UTC),335,0,9,09,37
16372,Sat Oct 08 2016 06:45:00 GMT+0000 (UTC),210,6,9,08,37
889,Thu Oct 13 2016 22:05:00 GMT+0000 (UTC),290,4,9,13,37
888,Thu Oct 13 2016 13:35:00 GMT+0000 (UTC),389,4,9,13,37
887,Thu Oct 13 2016 10:35:00 GMT+0000 (UTC),138,4,9,13,37
886,Thu Oct 13 2016 06:05:00 GMT+0000 (UTC),160,4,9,13,37
885,Thu Oct 13 2016 01:35:00 GMT+0000 (UTC),157,4,9,13,37
884,Wed Oct 12 2016 15:05:00 GMT+0000 (UTC),347,3,9,12,37
13681,Mon Oct 10 2016 22:40:00 GMT+0000 (UTC),293,1,9,10,37
883,Tue Oct 11 2016 02:35:00 GMT+0000 (UTC),263,2,9,11,37
882,Mon Oct 10 2016 21:00:00 GMT+0000 (UTC),321,1,9,10,37
899,Thu Oct 13 2016 01:00:00 GMT+0000 (UTC),293,4,9,13,37
517,Tue Oct 11 2016 11:35:00 GMT+0000 (UTC),267,2,9,11,37
1893,Tue Oct 11 2016 10:00:00 GMT+0000 (UTC),312,2,9,11,37
518,Tue Oct 11 2016 21:35:00 GMT+0000 (UTC),317,2,9,11,37
1726,Wed Oct 12 2016 07:00:00 GMT+0000 (UTC),223,3,9,12,37
13314,Fri Oct 07 2016 10:00:00 GMT+0000 (UTC),325,5,9,07,37
13312,Fri Oct 07 2016 14:00:00 GMT+0000 (UTC),237,5,9,07,37
13311,Fri Oct 07 2016 15:00:00 GMT+0000 (UTC),143,5,9,07,37
12570,Thu Oct 13 2016 21:30:00 GMT+0000 (UTC),171,4,9,13,37
12566,Thu Oct 13 2016 04:30:00 GMT+0000 (UTC),123,4,9,13,37
16235,Tue Oct 11 2016 05:00:00 GMT+0000 (UTC),167,2,9,11,37
12559,Wed Oct 12 2016 19:00:00 GMT+0000 (UTC),173,3,9,12,37
12557,Wed Oct 12 2016 18:30:00 GMT+0000 (UTC),169,3,9,12,37
13315,Thu Oct 13 2016 09:00:00 GMT+0000 (UTC),227,4,9,13,37
16226,Thu Oct 13 2016 14:00:00 GMT+0000 (UTC),134,4,9,13,37
12523,Thu Oct 13 2016 15:30:00 GMT+0000 (UTC),131,4,9,13,37
717,Mon Oct 10 2016 06:40:00 GMT+0000 (UTC),88,1,9,10,37
16214,Tue Oct 11 2016 06:30:00 GMT+0000 (UTC),183,2,9,11,37
16204,Fri Oct 07 2016 08:00:00 GMT+0000 (UTC),314,5,9,07,37
730,Thu Oct 13 2016 05:00:00 GMT+0000 (UTC),103,4,9,13,37
16202,Wed Oct 12 2016 13:00:00 GMT+0000 (UTC),205,3,9,12,37
736,Fri Oct 07 2016 12:00:00 GMT+0000 (UTC),170,5,9,07,37
16201,Wed Oct 12 2016 14:00:00 GMT+0000 (UTC),236,3,9,12,37
16200,Thu Oct 13 2016 14:30:00 GMT+0000 (UTC),128,4,9,13,37
12532,Sun Oct 09 2016 03:00:00 GMT+0000 (UTC),270,0,9,09,37
12590,Mon Oct 10 2016 16:10:00 GMT+0000 (UTC),230,1,9,10,37
1757,Tue Oct 11 2016 13:00:00 GMT+0000 (UTC),205,2,9,11,37
13333,Tue Oct 11 2016 00:00:00 GMT+0000 (UTC),302,2,9,11,37
519,Wed Oct 12 2016 12:35:00 GMT+0000 (UTC),173,3,9,12,37
520,Wed Oct 12 2016 19:35:00 GMT+0000 (UTC),308,3,9,12,37
521,Wed Oct 12 2016 21:35:00 GMT+0000 (UTC),233,3,9,12,37
522,Thu Oct 13 2016 03:05:00 GMT+0000 (UTC),166,4,9,13,37
627,Wed Oct 12 2016 00:00:00 GMT+0000 (UTC),263,3,9,12,37
628,Sat Oct 08 2016 04:30:00 GMT+0000 (UTC),280,6,9,08,37
629,Fri Oct 07 2016 21:00:00 GMT+0000 (UTC),142,5,9,07,37
638,Sun Oct 09 2016 05:00:00 GMT+0000 (UTC),153,0,9,09,37
1524,Sun Oct 09 2016 06:25:00 GMT+0000 (UTC),315,0,9,09,37
1525,Tue Oct 11 2016 23:30:00 GMT+0000 (UTC),173,2,9,11,37
1526,Wed Oct 12 2016 11:30:00 GMT+0000 (UTC),283,3,9,12,37
1527,Wed Oct 12 2016 12:00:00 GMT+0000 (UTC),283,3,9,12,37
1528,Wed Oct 12 2016 16:05:00 GMT+0000 (UTC),313,3,9,12,37
1529,Wed Oct 12 2016 23:05:00 GMT+0000 (UTC),240,3,9,12,37
1530,Thu Oct 13 2016 08:35:00 GMT+0000 (UTC),158,4,9,13,37
1769,Wed Oct 12 2016 09:00:00 GMT+0000 (UTC),325,3,9,12,37
1765,Fri Oct 07 2016 08:30:00 GMT+0000 (UTC),314,5,9,07,37
651,Wed Oct 12 2016 01:30:00 GMT+0000 (UTC),321,3,9,12,37
1531,Thu Oct 13 2016 09:05:00 GMT+0000 (UTC),144,4,9,13,37
1532,Thu Oct 13 2016 18:35:00 GMT+0000 (UTC),346,4,9,13,37
1813,Wed Oct 12 2016 10:00:00 GMT+0000 (UTC),325,3,9,12,37
1924,Wed Oct 12 2016 15:00:00 GMT+0000 (UTC),267,3,9,12,37
14623,Thu Oct 13 2016 08:05:00 GMT+0000 (UTC),148,4,9,13,37
4108,Mon Oct 10 2016 00:00:00 GMT+0000 (UTC),315,1,9,10,37
4439,Mon Oct 10 2016 22:00:00 GMT+0000 (UTC),312,1,9,10,37
4414,Tue Oct 11 2016 09:30:00 GMT+0000 (UTC),315,2,9,11,37
4415,Fri Oct 07 2016 02:00:00 GMT+0000 (UTC),302,5,9,07,37
6172,Wed Oct 12 2016 06:00:00 GMT+0000 (UTC),247,3,9,12,37
4418,Thu Oct 13 2016 22:30:00 GMT+0000 (UTC),176,4,9,13,37
6161,Wed Oct 12 2016 17:00:00 GMT+0000 (UTC),209,3,9,12,37
6159,Wed Oct 12 2016 08:00:00 GMT+0000 (UTC),240,3,9,12,37
8357,Wed Oct 12 2016 06:30:00 GMT+0000 (UTC),247,3,9,12,37
6152,Tue Oct 11 2016 01:30:00 GMT+0000 (UTC),301,2,9,11,37
6151,Wed Oct 12 2016 14:30:00 GMT+0000 (UTC),290,3,9,12,37
4430,Tue Oct 11 2016 15:30:00 GMT+0000 (UTC),302,2,9,11,37
6141,Tue Oct 11 2016 03:30:00 GMT+0000 (UTC),220,2,9,11,37
4412,Tue Oct 11 2016 16:30:00 GMT+0000 (UTC),264,2,9,11,37
6135,Thu Oct 13 2016 05:30:00 GMT+0000 (UTC),103,4,9,13,37
6129,Fri Oct 07 2016 17:20:00 GMT+0000 (UTC),139,5,9,07,37
6121,Wed Oct 12 2016 12:30:00 GMT+0000 (UTC),194,3,9,12,37
6099,Tue Oct 11 2016 12:30:00 GMT+0000 (UTC),190,2,9,11,37
5880,Wed Oct 12 2016 20:30:00 GMT+0000 (UTC),200,3,9,12,37
4441,Tue Oct 11 2016 10:30:00 GMT+0000 (UTC),312,2,9,11,37
8969,Tue Oct 11 2016 14:30:00 GMT+0000 (UTC),216,2,9,11,37
5874,Fri Oct 07 2016 15:30:00 GMT+0000 (UTC),143,5,9,07,37
11199,Wed Oct 12 2016 03:00:00 GMT+0000 (UTC),308,3,9,12,37
14354,Fri Oct 07 2016 08:20:00 GMT+0000 (UTC),167,5,9,07,37
14355,Mon Oct 10 2016 18:50:00 GMT+0000 (UTC),321,1,9,10,37
5851,Tue Oct 11 2016 08:00:00 GMT+0000 (UTC),243,2,9,11,37
15139,Fri Oct 07 2016 16:00:00 GMT+0000 (UTC),137,5,9,07,37
2508,Fri Oct 07 2016 12:30:00 GMT+0000 (UTC),170,5,9,07,37
6191,Tue Oct 11 2016 03:00:00 GMT+0000 (UTC),220,2,9,11,37
6198,Fri Oct 07 2016 00:30:00 GMT+0000 (UTC),331,5,9,07,37
8387,Tue Oct 11 2016 09:00:00 GMT+0000 (UTC),315,2,9,11,37
14276,Fri Oct 07 2016 07:00:00 GMT+0000 (UTC),310,5,9,07,37
14474,Mon Oct 10 2016 01:15:00 GMT+0000 (UTC),100,1,9,10,37
4385,Fri Oct 07 2016 11:00:00 GMT+0000 (UTC),305,5,9,07,37
8365,Tue Oct 11 2016 21:00:00 GMT+0000 (UTC),235,2,9,11,37
4394,Wed Oct 12 2016 18:00:00 GMT+0000 (UTC),169,3,9,12,37
11173,Thu Oct 13 2016 08:30:00 GMT+0000 (UTC),130,4,9,13,37
15121,Sat Oct 08 2016 22:40:00 GMT+0000 (UTC),200,6,9,08,37
11178,Fri Oct 07 2016 16:20:00 GMT+0000 (UTC),137,5,9,07,37
15122,Sat Oct 08 2016 19:50:00 GMT+0000 (UTC),158,6,9,08,37
4399,Wed Oct 12 2016 21:00:00 GMT+0000 (UTC),179,3,9,12,37
15124,Thu Oct 13 2016 02:00:00 GMT+0000 (UTC),283,4,9,13,37
6311,Thu Oct 13 2016 19:05:00 GMT+0000 (UTC),305,4,9,13,37
2367,Tue Oct 11 2016 23:00:00 GMT+0000 (UTC),305,2,9,11,37
6310,Thu Oct 13 2016 14:35:00 GMT+0000 (UTC),499,4,9,13,37
6309,Wed Oct 12 2016 22:05:00 GMT+0000 (UTC),233,3,9,12,37
6308,Wed Oct 12 2016 19:05:00 GMT+0000 (UTC),317,3,9,12,37
6307,Wed Oct 12 2016 13:05:00 GMT+0000 (UTC),173,3,9,12,37
6306,Wed Oct 12 2016 01:35:00 GMT+0000 (UTC),230,3,9,12,37
6305,Tue Oct 11 2016 12:00:00 GMT+0000 (UTC),267,2,9,11,37
6304,Tue Oct 11 2016 06:35:00 GMT+0000 (UTC),302,2,9,11,37
6303,Mon Oct 10 2016 18:00:00 GMT+0000 (UTC),333,1,9,10,37
6302,Fri Oct 07 2016 10:05:00 GMT+0000 (UTC),203,5,9,07,37
8358,Wed Oct 12 2016 05:30:00 GMT+0000 (UTC),150,3,9,12,37
4407,Wed Oct 12 2016 04:30:00 GMT+0000 (UTC),257,3,9,12,37
14356,Mon Oct 10 2016 21:30:00 GMT+0000 (UTC),303,1,9,10,37
14357,Tue Oct 11 2016 05:05:00 GMT+0000 (UTC),320,2,9,11,37
14358,Tue Oct 11 2016 07:35:00 GMT+0000 (UTC),272,2,9,11,37
11680,Fri Oct 07 2016 02:30:00 GMT+0000 (UTC),302,5,9,07,37
4492,Wed Oct 12 2016 00:05:00 GMT+0000 (UTC),173,3,9,12,37
4493,Wed Oct 12 2016 04:35:00 GMT+0000 (UTC),227,3,9,12,37
4494,Wed Oct 12 2016 14:05:00 GMT+0000 (UTC),277,3,9,12,37
8181,Tue Oct 11 2016 19:00:00 GMT+0000 (UTC),184,2,9,11,37
4495,Wed Oct 12 2016 17:05:00 GMT+0000 (UTC),330,3,9,12,37
8183,Wed Oct 12 2016 16:30:00 GMT+0000 (UTC),194,3,9,12,37
4496,Wed Oct 12 2016 22:35:00 GMT+0000 (UTC),240,3,9,12,37
11627,Thu Oct 13 2016 21:00:00 GMT+0000 (UTC),171,4,9,13,37
4497,Thu Oct 13 2016 03:35:00 GMT+0000 (UTC),190,4,9,13,37
4498,Thu Oct 13 2016 05:05:00 GMT+0000 (UTC),197,4,9,13,37
3149,Sun Oct 09 2016 15:55:00 GMT+0000 (UTC),290,0,9,09,37
4499,Thu Oct 13 2016 17:35:00 GMT+0000 (UTC),310,4,9,13,37
3150,Sun Oct 09 2016 18:35:00 GMT+0000 (UTC),321,0,9,09,37
14472,Fri Oct 07 2016 00:35:00 GMT+0000 (UTC),120,5,9,07,37
3156,Thu Oct 13 2016 23:35:00 GMT+0000 (UTC),147,4,9,13,37
3151,Wed Oct 12 2016 13:35:00 GMT+0000 (UTC),277,3,9,12,37
14473,Sun Oct 09 2016 04:15:00 GMT+0000 (UTC),338,0,9,09,37
3152,Wed Oct 12 2016 18:35:00 GMT+0000 (UTC),317,3,9,12,37
3155,Thu Oct 13 2016 17:05:00 GMT+0000 (UTC),343,4,9,13,37
3153,Thu Oct 13 2016 01:05:00 GMT+0000 (UTC),124,4,9,13,37
8281,Wed Oct 12 2016 10:30:00 GMT+0000 (UTC),325,3,9,12,37
14476,Tue Oct 11 2016 03:35:00 GMT+0000 (UTC),318,2,9,11,37
3154,Thu Oct 13 2016 02:05:00 GMT+0000 (UTC),157,4,9,13,37
14475,Mon Oct 10 2016 10:45:00 GMT+0000 (UTC),207,1,9,10,37
8262,Fri Oct 07 2016 04:30:00 GMT+0000 (UTC),197,5,9,07,37
8163,Wed Oct 12 2016 22:30:00 GMT+0000 (UTC),253,3,9,12,37
6713,Sun Oct 09 2016 01:10:00 GMT+0000 (UTC),260,0,9,09,37
4491,Tue Oct 11 2016 18:35:00 GMT+0000 (UTC),317,2,9,11,37
8930,Fri Oct 07 2016 06:00:00 GMT+0000 (UTC),302,5,9,07,37
11677,Thu Oct 13 2016 18:00:00 GMT+0000 (UTC),133,4,9,13,37
14359,Tue Oct 11 2016 12:35:00 GMT+0000 (UTC),273,2,9,11,37
14360,Wed Oct 12 2016 02:30:00 GMT+0000 (UTC),250,3,9,12,37
5814,Tue Oct 11 2016 07:00:00 GMT+0000 (UTC),267,2,9,11,37
5515,Wed Oct 12 2016 17:30:00 GMT+0000 (UTC),159,3,9,12,37
11268,Sat Oct 08 2016 14:25:00 GMT+0000 (UTC),223,6,9,08,37
14361,Wed Oct 12 2016 20:05:00 GMT+0000 (UTC),308,3,9,12,37
11269,Sat Oct 08 2016 19:45:00 GMT+0000 (UTC),334,6,9,08,37
11270,Sun Oct 09 2016 21:45:00 GMT+0000 (UTC),321,0,9,09,37
11271,Mon Oct 10 2016 04:25:00 GMT+0000 (UTC),263,1,9,10,37
11272,Tue Oct 11 2016 17:35:00 GMT+0000 (UTC),481,2,9,11,37
11273,Tue Oct 11 2016 19:35:00 GMT+0000 (UTC),343,2,9,11,37
11655,Thu Oct 13 2016 11:00:00 GMT+0000 (UTC),128,4,9,13,37
11274,Wed Oct 12 2016 18:05:00 GMT+0000 (UTC),317,3,9,12,37
11275,Thu Oct 13 2016 10:05:00 GMT+0000 (UTC),149,4,9,13,37
11276,Thu Oct 13 2016 12:35:00 GMT+0000 (UTC),210,4,9,13,37
11277,Thu Oct 13 2016 14:05:00 GMT+0000 (UTC),389,4,9,13,37
11278,Thu Oct 13 2016 21:20:00 GMT+0000 (UTC),347,4,9,13,37
14362,Wed Oct 12 2016 20:35:00 GMT+0000 (UTC),332,3,9,12,37
14363,Wed Oct 12 2016 23:35:00 GMT+0000 (UTC),160,3,9,12,37
14364,Thu Oct 13 2016 02:35:00 GMT+0000 (UTC),166,4,9,13,37
14365,Thu Oct 13 2016 06:35:00 GMT+0000 (UTC),126,4,9,13,37
14366,Thu Oct 13 2016 20:35:00 GMT+0000 (UTC),347,4,9,13,37
5198,Thu Oct 13 2016 00:30:00 GMT+0000 (UTC),263,4,9,13,37
5227,Sat Oct 08 2016 14:30:00 GMT+0000 (UTC),139,6,9,08,37
4490,Sat Oct 08 2016 02:45:00 GMT+0000 (UTC),210,6,9,08,37
6735,Wed Oct 12 2016 08:30:00 GMT+0000 (UTC),240,3,9,12,37
8372,Fri Oct 07 2016 14:30:00 GMT+0000 (UTC),237,5,9,07,37
15058,Tue Oct 11 2016 22:35:00 GMT+0000 (UTC),315,2,9,11,37
6739,Fri Oct 07 2016 01:30:00 GMT+0000 (UTC),200,5,9,07,37
4162,Thu Oct 13 2016 17:30:00 GMT+0000 (UTC),113,4,9,13,37
15309,Thu Oct 13 2016 00:00:00 GMT+0000 (UTC),308,4,9,13,37
15059,Wed Oct 12 2016 11:00:00 GMT+0000 (UTC),131,3,9,12,37
15060,Thu Oct 13 2016 04:05:00 GMT+0000 (UTC),190,4,9,13,37
3456,Wed Oct 12 2016 00:30:00 GMT+0000 (UTC),302,3,9,12,37
4186,Tue Oct 11 2016 20:30:00 GMT+0000 (UTC),290,2,9,11,37
14622,Thu Oct 13 2016 04:35:00 GMT+0000 (UTC),197,4,9,13,37
15316,Thu Oct 13 2016 06:30:00 GMT+0000 (UTC),147,4,9,13,37
14621,Wed Oct 12 2016 16:35:00 GMT+0000 (UTC),330,3,9,12,37
2237,Sat Oct 08 2016 08:20:00 GMT+0000 (UTC),327,6,9,08,37
14619,Wed Oct 12 2016 09:20:00 GMT+0000 (UTC),200,3,9,12,37
5093,Wed Oct 12 2016 15:25:00 GMT+0000 (UTC),347,3,9,12,37
5092,Wed Oct 12 2016 07:35:00 GMT+0000 (UTC),190,3,9,12,37
14618,Tue Oct 11 2016 09:55:00 GMT+0000 (UTC),303,2,9,11,37
14617,Tue Oct 11 2016 05:30:00 GMT+0000 (UTC),320,2,9,11,37
3439,Thu Oct 13 2016 13:00:00 GMT+0000 (UTC),132,4,9,13,37
14616,Sat Oct 08 2016 09:35:00 GMT+0000 (UTC),151,6,9,08,37
14620,Wed Oct 12 2016 14:35:00 GMT+0000 (UTC),347,3,9,12,37
2220,Wed Oct 12 2016 09:30:00 GMT+0000 (UTC),325,3,9,12,37
15057,Tue Oct 11 2016 01:35:00 GMT+0000 (UTC),267,2,9,11,37
15320,Thu Oct 13 2016 06:00:00 GMT+0000 (UTC),147,4,9,13,37
3250,Thu Oct 13 2016 00:35:00 GMT+0000 (UTC),124,4,9,13,37
12038,Tue Oct 11 2016 00:30:00 GMT+0000 (UTC),315,2,9,11,37
